Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas738      Pavarde738     4.31              3.88
Vardas483      Pavarde483     4.31              5.20
Vardas626      Pavarde626     4.30              4.30
Vardas284      Pavarde284     4.28              4.28
Vardas388      Pavarde388     4.28              4.28
Vardas103      Pavarde103     4.28              4.07
Vardas397      Pavarde397     4.27              3.92
Vardas24       Pavarde24      4.27              4.35
Vardas315      Pavarde315     4.26              4.26
Vardas2        Pavarde2       4.26              4.04
Vardas75       Pavarde75      4.24              4.39
Vardas924      Pavarde924     4.23              3.94
Vardas379      Pavarde379     4.23              4.23
Vardas942      Pavarde942     4.23              4.23
Vardas68       Pavarde68      4.23              4.07
Vardas801      Pavarde801     4.22              4.29
Vardas770      Pavarde770     4.21              3.42
Vardas566      Pavarde566     4.20              4.20
Vardas750      Pavarde750     4.20              4.20
Vardas450      Pavarde450     4.20              4.00
Vardas220      Pavarde220     4.19              4.05
Vardas644      Pavarde644     4.18              3.61
Vardas840      Pavarde840     4.16              4.06
Vardas554      Pavarde554     4.16              3.88
Vardas358      Pavarde358     4.16              4.16
Vardas991      Pavarde991     4.16              4.06
Vardas14       Pavarde14      4.15              4.15
Vardas764      Pavarde764     4.15              3.95
Vardas913      Pavarde913     4.15              4.09
Vardas669      Pavarde669     4.14              4.14
Vardas698      Pavarde698     4.11              4.15
Vardas579      Pavarde579     4.11              3.87
Vardas298      Pavarde298     4.10              4.54
Vardas296      Pavarde296     4.09              3.81
Vardas656      Pavarde656     4.09              4.14
Vardas280      Pavarde280     4.08              4.00
Vardas212      Pavarde212     4.08              4.20
Vardas879      Pavarde879     4.07              4.13
Vardas415      Pavarde415     4.07              4.07
Vardas542      Pavarde542     4.07              3.79
Vardas524      Pavarde524     4.07              4.20
Vardas433      Pavarde433     4.06              4.08
Vardas98       Pavarde98      4.05              4.05
Vardas922      Pavarde922     4.04              4.21
Vardas761      Pavarde761     4.04              4.20
Vardas359      Pavarde359     4.04              3.98
Vardas377      Pavarde377     4.03              3.96
Vardas677      Pavarde677     4.03              4.10
Vardas79       Pavarde79      4.03              3.74
Vardas112      Pavarde112     4.02              3.97
Vardas846      Pavarde846     4.02              3.95
Vardas324      Pavarde324     4.02              4.17
Vardas485      Pavarde485     4.02              3.97
Vardas572      Pavarde572     4.01              4.21
Vardas941      Pavarde941     4.01              4.14
Vardas307      Pavarde307     3.93              3.84
Vardas939      Pavarde939     3.91              3.75
Vardas238      Pavarde238     3.91              3.99
Vardas5        Pavarde5       3.89              3.76
Vardas282      Pavarde282     3.89              4.36
Vardas625      Pavarde625     3.87              3.56
Vardas872      Pavarde872     3.86              4.07
Vardas505      Pavarde505     3.86              4.00
Vardas817      Pavarde817     3.86              3.56
Vardas948      Pavarde948     3.86              3.20
Vardas428      Pavarde428     3.85              3.74
Vardas260      Pavarde260     3.85              3.62
Vardas534      Pavarde534     3.83              3.37
Vardas372      Pavarde372     3.81              3.84
Vardas219      Pavarde219     3.80              3.37
Vardas890      Pavarde890     3.79              3.18
Vardas581      Pavarde581     3.78              3.99
Vardas673      Pavarde673     3.78              3.22
Vardas525      Pavarde525     3.77              3.85
Vardas718      Pavarde718     3.77              3.70
Vardas124      Pavarde124     3.76              3.39
Vardas974      Pavarde974     3.75              3.94
Vardas774      Pavarde774     3.75              3.45
Vardas100      Pavarde100     3.74              3.51
Vardas309      Pavarde309     3.73              4.40
Vardas962      Pavarde962     3.72              3.94
Vardas232      Pavarde232     3.70              4.00
Vardas188      Pavarde188     3.69              3.66
Vardas713      Pavarde713     3.68              3.74
Vardas381      Pavarde381     3.68              4.19
Vardas424      Pavarde424     3.68              3.20
Vardas648      Pavarde648     3.67              3.51
Vardas274      Pavarde274     3.67              3.56
Vardas561      Pavarde561     3.66              3.26
Vardas443      Pavarde443     3.66              3.66
Vardas670      Pavarde670     3.65              3.59
Vardas631      Pavarde631     3.65              3.65
Vardas979      Pavarde979     3.63              3.11
Vardas612      Pavarde612     3.63              3.80
Vardas985      Pavarde985     3.61              3.70
Vardas847      Pavarde847     3.58              3.98
Vardas190      Pavarde190     3.57              3.63
Vardas865      Pavarde865     3.55              3.49
Vardas414      Pavarde414     3.54              3.16
Vardas292      Pavarde292     3.53              3.19
Vardas609      Pavarde609     3.53              3.04
Vardas946      Pavarde946     3.53              3.53
Vardas158      Pavarde158     3.52              3.57
Vardas352      Pavarde352     3.49              3.02
Vardas338      Pavarde338     3.48              3.05
Vardas412      Pavarde412     3.48              3.60
Vardas45       Pavarde45      3.48              3.20
Vardas905      Pavarde905     3.47              3.98
Vardas800      Pavarde800     3.47              3.12
Vardas111      Pavarde111     3.47              3.46
Vardas936      Pavarde936     3.47              3.13
Vardas723      Pavarde723     3.47              3.12
Vardas46       Pavarde46      3.47              3.47
Vardas438      Pavarde438     3.47              3.28
Vardas231      Pavarde231     3.46              3.64
Vardas658      Pavarde658     3.46              3.21
Vardas696      Pavarde696     3.45              3.59
Vardas391      Pavarde391     3.44              3.44
Vardas615      Pavarde615     3.43              3.64
Vardas331      Pavarde331     3.43              3.76
Vardas110      Pavarde110     3.43              3.37
Vardas887      Pavarde887     3.42              2.97
Vardas885      Pavarde885     3.42              3.37
Vardas618      Pavarde618     3.39              3.31
Vardas854      Pavarde854     3.39              3.39
Vardas400      Pavarde400     3.39              3.39
Vardas710      Pavarde710     3.39              3.51
Vardas597      Pavarde597     3.39              3.11
Vardas132      Pavarde132     3.39              3.53
Vardas66       Pavarde66      3.39              3.37
Vardas392      Pavarde392     3.38              3.57
Vardas270      Pavarde270     3.36              3.57
Vardas178      Pavarde178     3.35              3.56
Vardas248      Pavarde248     3.35              3.35
Vardas55       Pavarde55      3.34              3.34
Vardas970      Pavarde970     3.32              3.16
Vardas679      Pavarde679     3.32              3.40
Vardas621      Pavarde621     3.32              3.21
Vardas637      Pavarde637     3.32              3.50
Vardas812      Pavarde812     3.31              3.02
Vardas380      Pavarde380     3.31              3.31
Vardas205      Pavarde205     3.30              3.30
Vardas177      Pavarde177     3.30              3.71
Vardas321      Pavarde321     3.29              3.27
Vardas108      Pavarde108     3.28              3.28
Vardas552      Pavarde552     3.28              2.84
Vardas222      Pavarde222     3.28              3.28
Vardas119      Pavarde119     3.27              3.27
Vardas574      Pavarde574     3.26              2.95
Vardas789      Pavarde789     3.26              2.99
Vardas752      Pavarde752     3.25              3.46
Vardas488      Pavarde488     3.25              3.11
Vardas776      Pavarde776     3.24              3.24
Vardas535      Pavarde535     3.24              3.24
Vardas558      Pavarde558     3.24              3.09
Vardas548      Pavarde548     3.24              3.29
Vardas773      Pavarde773     3.24              3.68
Vardas908      Pavarde908     3.23              3.11
Vardas40       Pavarde40      3.21              2.85
Vardas730      Pavarde730     3.20              3.20
Vardas705      Pavarde705     3.20              3.00
Vardas515      Pavarde515     3.20              3.06
Vardas82       Pavarde82      3.20              2.96
Vardas895      Pavarde895     3.20              2.87
Vardas651      Pavarde651     3.19              3.19
Vardas230      Pavarde230     3.19              3.05
Vardas570      Pavarde570     3.19              2.98
Vardas250      Pavarde250     3.18              3.49
Vardas69       Pavarde69      3.18              2.81
Vardas155      Pavarde155     3.17              3.05
Vardas999      Pavarde999     3.15              2.64
Vardas48       Pavarde48      3.15              3.13
Vardas613      Pavarde613     3.14              2.98
Vardas242      Pavarde242     3.14              3.32
Vardas464      Pavarde464     3.14              3.42
Vardas256      Pavarde256     3.14              3.06
Vardas674      Pavarde674     3.13              2.67
Vardas229      Pavarde229     3.13              2.60
Vardas543      Pavarde543     3.12              2.96
Vardas340      Pavarde340     3.12              3.41
Vardas86       Pavarde86      3.12              2.73
Vardas952      Pavarde952     3.11              3.41
Vardas643      Pavarde643     3.10              3.10
Vardas929      Pavarde929     3.09              2.88
Vardas226      Pavarde226     3.08              3.08
Vardas53       Pavarde53      3.07              2.60
Vardas602      Pavarde602     3.06              3.38
Vardas688      Pavarde688     3.05              2.98
Vardas706      Pavarde706     3.04              3.23
Vardas27       Pavarde27      3.04              2.73
Vardas577      Pavarde577     3.04              2.84
Vardas844      Pavarde844     3.04              3.15
Vardas992      Pavarde992     3.02              2.73
Vardas4        Pavarde4       3.02              3.02
Vardas681      Pavarde681     3.01              3.01
Vardas685      Pavarde685     3.00              2.69
Vardas544      Pavarde544     3.00              2.23
Vardas322      Pavarde322     2.98              3.27
Vardas128      Pavarde128     2.98              3.52
Vardas802      Pavarde802     2.98              3.28
Vardas824      Pavarde824     2.97              2.69
Vardas345      Pavarde345     2.97              2.84
Vardas925      Pavarde925     2.96              2.88
Vardas423      Pavarde423     2.95              3.16
Vardas129      Pavarde129     2.95              2.96
Vardas982      Pavarde982     2.95              2.37
Vardas523      Pavarde523     2.94              2.60
Vardas365      Pavarde365     2.94              3.29
Vardas607      Pavarde607     2.94              3.10
Vardas545      Pavarde545     2.94              2.81
Vardas139      Pavarde139     2.94              2.76
Vardas122      Pavarde122     2.94              2.50
Vardas664      Pavarde664     2.93              2.46
Vardas117      Pavarde117     2.93              2.96
Vardas151      Pavarde151     2.93              2.82
Vardas23       Pavarde23      2.91              3.36
Vardas54       Pavarde54      2.87              3.52
Vardas244      Pavarde244     2.86              2.86
Vardas575      Pavarde575     2.86              2.82
Vardas361      Pavarde361     2.85              2.81
Vardas588      Pavarde588     2.83              2.73
Vardas185      Pavarde185     2.82              2.64
Vardas686      Pavarde686     2.82              2.89
Vardas200      Pavarde200     2.81              3.30
Vardas105      Pavarde105     2.80              3.32
Vardas633      Pavarde633     2.78              2.56
Vardas672      Pavarde672     2.78              2.70
Vardas449      Pavarde449     2.78              2.60
Vardas767      Pavarde767     2.78              2.77
Vardas900      Pavarde900     2.77              3.00
Vardas49       Pavarde49      2.76              2.55
Vardas825      Pavarde825     2.76              2.82
Vardas26       Pavarde26      2.75              2.86
Vardas797      Pavarde797     2.75              2.58
Vardas283      Pavarde283     2.75              2.42
Vardas518      Pavarde518     2.74              2.25
Vardas459      Pavarde459     2.74              2.50
Vardas271      Pavarde271     2.72              2.62
Vardas336      Pavarde336     2.71              2.40
Vardas806      Pavarde806     2.71              2.65
Vardas396      Pavarde396     2.70              2.12
Vardas617      Pavarde617     2.70              2.84
Vardas8        Pavarde8       2.68              2.68
Vardas211      Pavarde211     2.68              2.63
Vardas136      Pavarde136     2.67              2.28
Vardas811      Pavarde811     2.67              2.40
Vardas501      Pavarde501     2.67              2.45
Vardas175      Pavarde175     2.66              2.52
Vardas814      Pavarde814     2.65              2.40
Vardas99       Pavarde99      2.65              2.30
Vardas83       Pavarde83      2.64              2.67
Vardas910      Pavarde910     2.63              2.96
Vardas430      Pavarde430     2.62              2.44
Vardas346      Pavarde346     2.62              2.62
Vardas734      Pavarde734     2.61              2.33
Vardas821      Pavarde821     2.61              2.13
Vardas843      Pavarde843     2.60              2.45
Vardas246      Pavarde246     2.60              2.71
Vardas252      Pavarde252     2.59              2.33
Vardas216      Pavarde216     2.57              2.22
Vardas955      Pavarde955     2.57              2.06
Vardas853      Pavarde853     2.56              2.20
Vardas299      Pavarde299     2.56              2.50
Vardas876      Pavarde876     2.55              2.42
Vardas657      Pavarde657     2.54              2.43
Vardas831      Pavarde831     2.54              2.75
Vardas711      Pavarde711     2.54              2.38
Vardas550      Pavarde550     2.52              2.25
Vardas215      Pavarde215     2.51              2.37
Vardas667      Pavarde667     2.51              2.81
Vardas38       Pavarde38      2.50              2.77
Vardas384      Pavarde384     2.49              2.80
Vardas514      Pavarde514     2.49              2.38
Vardas576      Pavarde576     2.49              2.49
Vardas182      Pavarde182     2.45              2.19
Vardas689      Pavarde689     2.43              2.21
Vardas772      Pavarde772     2.43              2.27
Vardas159      Pavarde159     2.41              2.15
Vardas907      Pavarde907     2.38              2.03
Vardas290      Pavarde290     2.38              2.38
Vardas301      Pavarde301     2.36              2.36
Vardas503      Pavarde503     2.36              2.20
Vardas926      Pavarde926     2.35              1.78
Vardas818      Pavarde818     2.35              2.00
Vardas209      Pavarde209     2.34              1.92
Vardas716      Pavarde716     2.34              2.26
Vardas344      Pavarde344     2.33              2.08
Vardas830      Pavarde830     2.32              2.32
Vardas475      Pavarde475     2.32              2.32
Vardas966      Pavarde966     2.32              2.32
Vardas968      Pavarde968     2.31              2.41
Vardas748      Pavarde748     2.31              2.31
Vardas743      Pavarde743     2.31              2.80
Vardas666      Pavarde666     2.31              2.08
Vardas526      Pavarde526     2.30              1.83
Vardas213      Pavarde213     2.29              2.57
Vardas717      Pavarde717     2.25              2.29
Vardas923      Pavarde923     2.25              1.69
Vardas719      Pavarde719     2.24              2.24
Vardas528      Pavarde528     2.24              2.30
Vardas838      Pavarde838     2.20              2.45
Vardas960      Pavarde960     2.18              1.97
Vardas737      Pavarde737     2.18              2.18
Vardas520      Pavarde520     2.18              1.41
Vardas390      Pavarde390     2.17              2.17
Vardas36       Pavarde36      2.17              1.28
Vardas805      Pavarde805     2.16              1.86
Vardas739      Pavarde739     2.16              1.42
Vardas628      Pavarde628     2.15              2.38
Vardas822      Pavarde822     2.14              1.48
Vardas436      Pavarde436     2.14              2.14
Vardas60       Pavarde60      2.13              2.04
Vardas477      Pavarde477     2.12              2.12
Vardas9        Pavarde9       2.12              1.72
Vardas786      Pavarde786     2.12              2.44
Vardas977      Pavarde977     2.09              1.40
Vardas351      Pavarde351     2.07              2.07
Vardas470      Pavarde470     2.06              1.98
Vardas35       Pavarde35      2.05              2.04
Vardas762      Pavarde762     2.05              2.05
Vardas289      Pavarde289     2.04              2.04
Vardas162      Pavarde162     2.01              2.00
Vardas42       Pavarde42      1.94              1.94
Vardas564      Pavarde564     1.89              1.89
Vardas341      Pavarde341     1.87              1.90
Vardas452      Pavarde452     1.86              1.70
Vardas886      Pavarde886     1.86              1.85
Vardas751      Pavarde751     1.69              1.12
Vardas614      Pavarde614     1.46              1.41
Vardas749      Pavarde749     1.44              1.44
Vardas193      Pavarde193     1.34              1.34
Vardas144      Pavarde144     1.20              1.20
Vardas849      Pavarde849     1.13              1.13
Vardas509      Pavarde509     1.12              1.12
Vardas893      Pavarde893     1.12              1.12
Vardas521      Pavarde521     1.09              1.09
