Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas9355     Pavarde9355    3.05              3.08
Vardas8475     Pavarde8475    3.05              2.96
Vardas4298     Pavarde4298    3.05              3.45
Vardas3910     Pavarde3910    3.05              3.47
Vardas7054     Pavarde7054    3.05              3.11
Vardas2025     Pavarde2025    3.05              3.30
Vardas343      Pavarde343     3.05              3.05
Vardas9129     Pavarde9129    3.05              3.00
Vardas3929     Pavarde3929    3.05              3.18
Vardas9169     Pavarde9169    3.05              3.42
Vardas839      Pavarde839     3.05              2.80
Vardas3273     Pavarde3273    3.05              3.32
Vardas6300     Pavarde6300    3.05              3.62
Vardas7260     Pavarde7260    3.05              3.11
Vardas422      Pavarde422     3.05              3.64
Vardas6196     Pavarde6196    3.06              3.27
Vardas7821     Pavarde7821    3.06              3.53
Vardas3094     Pavarde3094    3.06              3.16
Vardas1836     Pavarde1836    3.06              3.06
Vardas5376     Pavarde5376    3.06              3.48
Vardas9405     Pavarde9405    3.06              3.58
Vardas8184     Pavarde8184    3.06              2.99
Vardas6108     Pavarde6108    3.06              2.61
Vardas1248     Pavarde1248    3.06              2.66
Vardas4683     Pavarde4683    3.06              3.06
Vardas5983     Pavarde5983    3.07              3.61
Vardas7405     Pavarde7405    3.07              3.44
Vardas477      Pavarde477     3.07              3.07
Vardas1529     Pavarde1529    3.07              3.67
Vardas9004     Pavarde9004    3.07              3.66
Vardas77       Pavarde77      3.07              3.65
Vardas9007     Pavarde9007    3.07              3.35
Vardas497      Pavarde497     3.07              2.99
Vardas6385     Pavarde6385    3.07              3.20
Vardas4380     Pavarde4380    3.07              3.27
Vardas4567     Pavarde4567    3.07              3.26
Vardas9917     Pavarde9917    3.07              3.12
Vardas1965     Pavarde1965    3.07              3.05
Vardas3805     Pavarde3805    3.07              2.76
Vardas8752     Pavarde8752    3.07              3.75
Vardas7583     Pavarde7583    3.08              2.55
Vardas240      Pavarde240     3.08              3.31
Vardas5357     Pavarde5357    3.08              3.38
Vardas5161     Pavarde5161    3.08              3.67
Vardas6485     Pavarde6485    3.09              3.79
Vardas5971     Pavarde5971    3.09              3.80
Vardas7508     Pavarde7508    3.09              3.63
Vardas1764     Pavarde1764    3.09              3.66
Vardas4273     Pavarde4273    3.09              3.00
Vardas4961     Pavarde4961    3.09              3.24
Vardas7815     Pavarde7815    3.09              2.92
Vardas3196     Pavarde3196    3.10              3.38
Vardas8269     Pavarde8269    3.10              3.58
Vardas6922     Pavarde6922    3.10              2.42
Vardas2695     Pavarde2695    3.10              3.04
Vardas1318     Pavarde1318    3.10              3.46
Vardas2901     Pavarde2901    3.10              3.63
Vardas93       Pavarde93      3.10              2.97
Vardas6538     Pavarde6538    3.10              2.57
Vardas8742     Pavarde8742    3.10              3.60
Vardas5882     Pavarde5882    3.10              3.07
Vardas5184     Pavarde5184    3.10              3.62
Vardas193      Pavarde193     3.10              3.67
Vardas4627     Pavarde4627    3.10              3.28
Vardas7196     Pavarde7196    3.10              2.88
Vardas2857     Pavarde2857    3.10              3.53
Vardas7676     Pavarde7676    3.10              2.84
Vardas9713     Pavarde9713    3.10              3.19
Vardas3565     Pavarde3565    3.10              3.39
Vardas1897     Pavarde1897    3.10              3.12
Vardas8227     Pavarde8227    3.10              3.33
Vardas5790     Pavarde5790    3.11              3.74
Vardas4119     Pavarde4119    3.11              3.02
Vardas8250     Pavarde8250    3.11              3.96
Vardas2500     Pavarde2500    3.11              3.04
Vardas5352     Pavarde5352    3.11              3.41
Vardas7672     Pavarde7672    3.11              3.43
Vardas6782     Pavarde6782    3.11              2.98
Vardas4725     Pavarde4725    3.11              3.32
Vardas7225     Pavarde7225    3.11              3.40
Vardas9543     Pavarde9543    3.11              3.28
Vardas5587     Pavarde5587    3.11              3.09
Vardas3127     Pavarde3127    3.12              2.97
Vardas7144     Pavarde7144    3.12              3.21
Vardas1295     Pavarde1295    3.12              2.99
Vardas535      Pavarde535     3.12              3.30
Vardas9053     Pavarde9053    3.12              3.73
Vardas9473     Pavarde9473    3.12              3.26
Vardas7063     Pavarde7063    3.12              3.18
Vardas5095     Pavarde5095    3.12              2.92
Vardas7895     Pavarde7895    3.12              3.80
Vardas5290     Pavarde5290    3.12              3.30
Vardas4828     Pavarde4828    3.12              2.99
Vardas1224     Pavarde1224    3.12              3.79
Vardas53       Pavarde53      3.12              3.60
Vardas8204     Pavarde8204    3.12              3.45
Vardas2116     Pavarde2116    3.12              3.78
Vardas6881     Pavarde6881    3.12              3.95
Vardas1090     Pavarde1090    3.12              3.22
Vardas7947     Pavarde7947    3.12              3.00
Vardas8454     Pavarde8454    3.12              3.46
Vardas9023     Pavarde9023    3.12              3.34
Vardas1774     Pavarde1774    3.12              3.22
Vardas2376     Pavarde2376    3.12              3.13
Vardas4034     Pavarde4034    3.12              3.12
Vardas515      Pavarde515     3.13              2.99
Vardas8140     Pavarde8140    3.13              3.30
Vardas3719     Pavarde3719    3.13              2.90
Vardas8013     Pavarde8013    3.13              3.14
Vardas9522     Pavarde9522    3.13              3.32
Vardas919      Pavarde919     3.13              3.93
Vardas1634     Pavarde1634    3.13              3.36
Vardas6164     Pavarde6164    3.13              3.88
Vardas618      Pavarde618     3.13              2.21
Vardas2881     Pavarde2881    3.13              4.12
Vardas1761     Pavarde1761    3.13              2.88
Vardas4928     Pavarde4928    3.13              3.99
Vardas340      Pavarde340     3.13              2.89
Vardas6065     Pavarde6065    3.13              2.48
Vardas1467     Pavarde1467    3.13              4.15
Vardas7238     Pavarde7238    3.13              3.74
Vardas8901     Pavarde8901    3.13              3.11
Vardas9655     Pavarde9655    3.13              3.56
Vardas2541     Pavarde2541    3.14              3.98
Vardas3615     Pavarde3615    3.14              3.56
Vardas339      Pavarde339     3.14              3.44
Vardas2866     Pavarde2866    3.14              3.63
Vardas2230     Pavarde2230    3.14              3.16
Vardas7948     Pavarde7948    3.14              2.88
Vardas8349     Pavarde8349    3.14              3.33
Vardas5679     Pavarde5679    3.14              3.60
Vardas5884     Pavarde5884    3.14              3.90
Vardas9304     Pavarde9304    3.14              2.48
Vardas4537     Pavarde4537    3.14              4.50
Vardas4105     Pavarde4105    3.14              3.36
Vardas598      Pavarde598     3.14              3.67
Vardas5622     Pavarde5622    3.14              3.42
Vardas1330     Pavarde1330    3.15              2.39
Vardas6860     Pavarde6860    3.15              3.53
Vardas4239     Pavarde4239    3.15              3.58
Vardas2654     Pavarde2654    3.15              3.59
Vardas9879     Pavarde9879    3.15              3.01
Vardas3201     Pavarde3201    3.15              2.90
Vardas7115     Pavarde7115    3.15              3.57
Vardas8937     Pavarde8937    3.15              3.30
Vardas7923     Pavarde7923    3.15              3.89
Vardas2272     Pavarde2272    3.15              3.70
Vardas4436     Pavarde4436    3.16              3.20
Vardas3901     Pavarde3901    3.16              3.22
Vardas4663     Pavarde4663    3.16              3.54
Vardas3601     Pavarde3601    3.16              3.69
Vardas4936     Pavarde4936    3.16              3.03
Vardas6311     Pavarde6311    3.16              3.82
Vardas8054     Pavarde8054    3.16              3.28
Vardas9121     Pavarde9121    3.16              3.29
Vardas8316     Pavarde8316    3.16              3.21
Vardas4305     Pavarde4305    3.17              3.40
Vardas5494     Pavarde5494    3.17              3.70
Vardas4822     Pavarde4822    3.17              3.38
Vardas7030     Pavarde7030    3.17              3.50
Vardas2390     Pavarde2390    3.17              2.94
Vardas9737     Pavarde9737    3.17              3.71
Vardas2357     Pavarde2357    3.17              3.35
Vardas6565     Pavarde6565    3.17              3.06
Vardas3731     Pavarde3731    3.17              2.58
Vardas6872     Pavarde6872    3.17              3.15
Vardas7908     Pavarde7908    3.17              3.49
Vardas4664     Pavarde4664    3.17              3.75
Vardas7314     Pavarde7314    3.17              3.17
Vardas1743     Pavarde1743    3.17              3.17
Vardas7243     Pavarde7243    3.17              3.33
Vardas4637     Pavarde4637    3.17              4.22
Vardas1797     Pavarde1797    3.17              3.22
Vardas9425     Pavarde9425    3.17              4.03
Vardas2727     Pavarde2727    3.17              4.06
Vardas9970     Pavarde9970    3.17              3.00
Vardas1855     Pavarde1855    3.18              3.70
Vardas5846     Pavarde5846    3.18              3.52
Vardas3123     Pavarde3123    3.18              3.74
Vardas1328     Pavarde1328    3.18              3.89
Vardas2719     Pavarde2719    3.18              3.43
Vardas1522     Pavarde1522    3.18              3.91
Vardas5848     Pavarde5848    3.18              3.72
Vardas7122     Pavarde7122    3.18              4.23
Vardas3437     Pavarde3437    3.18              3.24
Vardas8810     Pavarde8810    3.18              3.67
Vardas4174     Pavarde4174    3.18              2.98
Vardas606      Pavarde606     3.18              3.77
Vardas4064     Pavarde4064    3.18              3.41
Vardas9330     Pavarde9330    3.18              3.10
Vardas5682     Pavarde5682    3.19              4.24
Vardas1592     Pavarde1592    3.19              3.45
Vardas8539     Pavarde8539    3.19              3.68
Vardas7915     Pavarde7915    3.19              2.96
Vardas9377     Pavarde9377    3.19              3.92
Vardas7421     Pavarde7421    3.19              3.03
Vardas9552     Pavarde9552    3.19              3.23
Vardas4546     Pavarde4546    3.19              3.17
Vardas4475     Pavarde4475    3.19              2.96
Vardas1653     Pavarde1653    3.19              2.87
Vardas1987     Pavarde1987    3.19              3.42
Vardas9001     Pavarde9001    3.19              3.76
Vardas1555     Pavarde1555    3.19              3.46
Vardas6157     Pavarde6157    3.19              3.10
Vardas8182     Pavarde8182    3.20              3.22
Vardas8478     Pavarde8478    3.20              2.73
Vardas5927     Pavarde5927    3.20              3.43
Vardas603      Pavarde603     3.20              3.68
Vardas7224     Pavarde7224    3.20              4.40
Vardas6235     Pavarde6235    3.20              2.70
Vardas9653     Pavarde9653    3.20              3.22
Vardas3263     Pavarde3263    3.20              3.32
Vardas6868     Pavarde6868    3.20              3.70
Vardas449      Pavarde449     3.20              3.84
Vardas9155     Pavarde9155    3.20              3.49
Vardas7691     Pavarde7691    3.20              3.04
Vardas1507     Pavarde1507    3.20              3.75
Vardas8515     Pavarde8515    3.20              3.40
Vardas7922     Pavarde7922    3.20              3.82
Vardas8275     Pavarde8275    3.20              3.25
Vardas7143     Pavarde7143    3.20              3.71
Vardas9989     Pavarde9989    3.20              3.45
Vardas3129     Pavarde3129    3.20              3.19
Vardas3212     Pavarde3212    3.20              3.62
Vardas83       Pavarde83      3.21              4.21
Vardas7823     Pavarde7823    3.21              3.40
Vardas134      Pavarde134     3.21              3.36
Vardas7426     Pavarde7426    3.21              4.13
Vardas8749     Pavarde8749    3.21              3.21
Vardas1207     Pavarde1207    3.21              3.35
Vardas4590     Pavarde4590    3.21              3.20
Vardas7473     Pavarde7473    3.21              3.38
Vardas2363     Pavarde2363    3.21              3.87
Vardas6962     Pavarde6962    3.21              3.05
Vardas4097     Pavarde4097    3.21              3.21
Vardas2801     Pavarde2801    3.21              3.76
Vardas2656     Pavarde2656    3.21              2.29
Vardas774      Pavarde774     3.21              3.48
Vardas6590     Pavarde6590    3.22              3.04
Vardas5454     Pavarde5454    3.22              3.49
Vardas6579     Pavarde6579    3.22              3.76
Vardas7509     Pavarde7509    3.22              2.57
Vardas1679     Pavarde1679    3.22              4.20
Vardas3124     Pavarde3124    3.22              3.21
Vardas7337     Pavarde7337    3.22              3.76
Vardas6524     Pavarde6524    3.22              3.63
Vardas5400     Pavarde5400    3.22              3.35
Vardas615      Pavarde615     3.22              3.24
Vardas2484     Pavarde2484    3.22              3.48
Vardas5325     Pavarde5325    3.23              4.29
Vardas3065     Pavarde3065    3.23              3.79
Vardas7634     Pavarde7634    3.23              3.96
Vardas6374     Pavarde6374    3.23              3.63
Vardas4986     Pavarde4986    3.23              3.28
Vardas5138     Pavarde5138    3.23              2.95
Vardas8107     Pavarde8107    3.23              3.46
Vardas8450     Pavarde8450    3.23              2.99
Vardas1438     Pavarde1438    3.23              3.71
Vardas7955     Pavarde7955    3.23              3.17
Vardas2385     Pavarde2385    3.23              3.62
Vardas1848     Pavarde1848    3.23              3.43
Vardas5874     Pavarde5874    3.23              3.05
Vardas6745     Pavarde6745    3.23              2.88
Vardas8469     Pavarde8469    3.23              3.80
Vardas413      Pavarde413     3.23              3.45
Vardas9143     Pavarde9143    3.23              3.41
Vardas6043     Pavarde6043    3.24              3.25
Vardas4482     Pavarde4482    3.24              3.69
Vardas3782     Pavarde3782    3.24              3.35
Vardas1174     Pavarde1174    3.24              3.63
Vardas2853     Pavarde2853    3.24              3.56
Vardas2455     Pavarde2455    3.24              3.78
Vardas160      Pavarde160     3.24              3.53
Vardas3989     Pavarde3989    3.24              3.13
Vardas8950     Pavarde8950    3.24              3.32
Vardas9268     Pavarde9268    3.24              2.96
Vardas7263     Pavarde7263    3.24              4.28
Vardas8418     Pavarde8418    3.24              3.35
Vardas8806     Pavarde8806    3.24              4.14
Vardas7796     Pavarde7796    3.24              3.22
Vardas7761     Pavarde7761    3.25              3.25
Vardas5060     Pavarde5060    3.25              3.12
Vardas2935     Pavarde2935    3.25              2.99
Vardas4838     Pavarde4838    3.25              2.90
Vardas824      Pavarde824     3.25              4.05
Vardas4987     Pavarde4987    3.25              3.95
Vardas5185     Pavarde5185    3.25              3.29
Vardas5552     Pavarde5552    3.25              3.57
Vardas7698     Pavarde7698    3.25              3.86
Vardas880      Pavarde880     3.25              3.33
Vardas6325     Pavarde6325    3.25              4.02
Vardas1862     Pavarde1862    3.25              3.69
Vardas9775     Pavarde9775    3.25              3.16
Vardas6540     Pavarde6540    3.26              3.51
Vardas4462     Pavarde4462    3.26              3.88
Vardas5291     Pavarde5291    3.26              3.16
Vardas4866     Pavarde4866    3.26              3.36
Vardas3716     Pavarde3716    3.26              3.58
Vardas3316     Pavarde3316    3.26              3.23
Vardas9755     Pavarde9755    3.26              3.84
Vardas9381     Pavarde9381    3.26              3.47
Vardas8216     Pavarde8216    3.26              3.10
Vardas8004     Pavarde8004    3.26              3.62
Vardas8849     Pavarde8849    3.26              3.24
Vardas8170     Pavarde8170    3.26              3.80
Vardas9408     Pavarde9408    3.26              3.70
Vardas9688     Pavarde9688    3.26              3.80
Vardas6453     Pavarde6453    3.27              3.77
Vardas7834     Pavarde7834    3.27              3.47
Vardas2311     Pavarde2311    3.27              4.32
Vardas9347     Pavarde9347    3.27              3.27
Vardas2534     Pavarde2534    3.27              3.81
Vardas5486     Pavarde5486    3.27              3.43
Vardas5237     Pavarde5237    3.27              3.39
Vardas9657     Pavarde9657    3.27              3.66
Vardas6593     Pavarde6593    3.27              2.93
Vardas4356     Pavarde4356    3.27              3.23
Vardas5939     Pavarde5939    3.27              3.37
Vardas7597     Pavarde7597    3.27              3.57
Vardas9462     Pavarde9462    3.27              4.22
Vardas1335     Pavarde1335    3.27              3.60
Vardas2732     Pavarde2732    3.28              3.78
Vardas2403     Pavarde2403    3.28              2.67
Vardas8329     Pavarde8329    3.28              3.50
Vardas5090     Pavarde5090    3.28              3.48
Vardas1409     Pavarde1409    3.28              3.89
Vardas9509     Pavarde9509    3.28              3.78
Vardas9384     Pavarde9384    3.28              3.55
Vardas7251     Pavarde7251    3.28              3.19
Vardas4231     Pavarde4231    3.28              3.15
Vardas5833     Pavarde5833    3.28              3.40
Vardas1911     Pavarde1911    3.28              3.18
Vardas2734     Pavarde2734    3.28              3.45
Vardas7109     Pavarde7109    3.28              3.18
Vardas5012     Pavarde5012    3.28              3.66
Vardas2289     Pavarde2289    3.28              3.81
Vardas2129     Pavarde2129    3.29              3.37
Vardas9149     Pavarde9149    3.29              4.28
Vardas2785     Pavarde2785    3.29              3.32
Vardas8068     Pavarde8068    3.29              3.26
Vardas9602     Pavarde9602    3.29              3.52
Vardas6742     Pavarde6742    3.29              3.21
Vardas5263     Pavarde5263    3.29              3.81
Vardas4137     Pavarde4137    3.29              3.94
Vardas6559     Pavarde6559    3.29              3.41
Vardas6025     Pavarde6025    3.29              3.74
Vardas3720     Pavarde3720    3.29              3.58
Vardas7083     Pavarde7083    3.29              3.38
Vardas2642     Pavarde2642    3.30              4.15
Vardas8272     Pavarde8272    3.30              3.32
Vardas5220     Pavarde5220    3.30              3.42
Vardas8899     Pavarde8899    3.30              4.23
Vardas1576     Pavarde1576    3.30              3.29
Vardas5578     Pavarde5578    3.30              4.62
Vardas4597     Pavarde4597    3.30              3.59
Vardas4995     Pavarde4995    3.30              4.16
Vardas7799     Pavarde7799    3.30              3.91
Vardas9533     Pavarde9533    3.30              3.17
Vardas67       Pavarde67      3.30              3.34
Vardas1054     Pavarde1054    3.30              3.98
Vardas2449     Pavarde2449    3.30              3.13
Vardas6716     Pavarde6716    3.30              3.90
Vardas2716     Pavarde2716    3.30              3.54
Vardas9086     Pavarde9086    3.30              3.41
Vardas7299     Pavarde7299    3.30              3.35
Vardas4501     Pavarde4501    3.30              3.46
Vardas841      Pavarde841     3.30              3.39
Vardas9419     Pavarde9419    3.30              3.89
Vardas2537     Pavarde2537    3.31              3.16
Vardas4891     Pavarde4891    3.31              3.29
Vardas7002     Pavarde7002    3.31              4.06
Vardas5638     Pavarde5638    3.31              3.25
Vardas6921     Pavarde6921    3.31              2.99
Vardas6344     Pavarde6344    3.31              4.05
Vardas1273     Pavarde1273    3.31              4.02
Vardas2069     Pavarde2069    3.31              3.88
Vardas7165     Pavarde7165    3.31              3.26
Vardas7446     Pavarde7446    3.31              3.16
Vardas9009     Pavarde9009    3.31              3.87
Vardas9665     Pavarde9665    3.31              4.17
Vardas9616     Pavarde9616    3.31              3.18
Vardas4077     Pavarde4077    3.31              3.21
Vardas2784     Pavarde2784    3.31              3.18
Vardas6558     Pavarde6558    3.31              3.31
Vardas7782     Pavarde7782    3.31              3.56
Vardas6011     Pavarde6011    3.31              3.57
Vardas9856     Pavarde9856    3.31              3.46
Vardas7146     Pavarde7146    3.31              3.47
Vardas8155     Pavarde8155    3.31              3.36
Vardas4184     Pavarde4184    3.31              3.75
Vardas1431     Pavarde1431    3.31              3.62
Vardas4805     Pavarde4805    3.31              3.47
Vardas7777     Pavarde7777    3.31              3.51
Vardas8952     Pavarde8952    3.31              3.59
Vardas4429     Pavarde4429    3.32              3.81
Vardas5396     Pavarde5396    3.32              3.50
Vardas7913     Pavarde7913    3.32              4.67
Vardas5708     Pavarde5708    3.32              3.27
Vardas870      Pavarde870     3.32              4.04
Vardas5566     Pavarde5566    3.32              3.17
Vardas7829     Pavarde7829    3.32              3.56
Vardas2903     Pavarde2903    3.32              3.73
Vardas1100     Pavarde1100    3.32              3.32
Vardas7970     Pavarde7970    3.32              3.39
Vardas2499     Pavarde2499    3.32              4.04
Vardas9624     Pavarde9624    3.32              3.38
Vardas2405     Pavarde2405    3.32              3.85
Vardas1476     Pavarde1476    3.32              3.49
Vardas1538     Pavarde1538    3.32              2.72
Vardas2163     Pavarde2163    3.32              3.35
Vardas6138     Pavarde6138    3.32              3.79
Vardas8412     Pavarde8412    3.32              3.08
Vardas1844     Pavarde1844    3.32              4.01
Vardas1782     Pavarde1782    3.32              4.02
Vardas3795     Pavarde3795    3.32              3.38
Vardas8139     Pavarde8139    3.32              3.44
Vardas863      Pavarde863     3.32              3.56
Vardas881      Pavarde881     3.33              3.38
Vardas290      Pavarde290     3.33              3.14
Vardas4586     Pavarde4586    3.33              3.68
Vardas6349     Pavarde6349    3.33              3.45
Vardas920      Pavarde920     3.33              3.50
Vardas6120     Pavarde6120    3.33              3.41
Vardas8258     Pavarde8258    3.33              4.25
Vardas5559     Pavarde5559    3.33              3.20
Vardas8562     Pavarde8562    3.33              3.36
Vardas1280     Pavarde1280    3.33              4.03
Vardas9440     Pavarde9440    3.33              4.00
Vardas3681     Pavarde3681    3.33              3.33
Vardas3992     Pavarde3992    3.33              3.07
Vardas6893     Pavarde6893    3.33              3.10
Vardas2976     Pavarde2976    3.33              3.91
Vardas4562     Pavarde4562    3.33              4.11
Vardas6034     Pavarde6034    3.33              3.77
Vardas5792     Pavarde5792    3.33              4.40
Vardas9467     Pavarde9467    3.33              4.08
Vardas2938     Pavarde2938    3.33              3.28
Vardas4381     Pavarde4381    3.33              3.93
Vardas1132     Pavarde1132    3.33              4.72
Vardas4308     Pavarde4308    3.33              3.25
Vardas7997     Pavarde7997    3.33              3.78
Vardas6047     Pavarde6047    3.34              3.40
Vardas2280     Pavarde2280    3.34              3.87
Vardas1667     Pavarde1667    3.34              3.03
Vardas3008     Pavarde3008    3.34              3.88
Vardas4132     Pavarde4132    3.34              3.26
Vardas4052     Pavarde4052    3.34              3.05
Vardas8276     Pavarde8276    3.34              2.95
Vardas9696     Pavarde9696    3.34              3.51
Vardas2467     Pavarde2467    3.34              3.44
Vardas4055     Pavarde4055    3.34              3.41
Vardas7768     Pavarde7768    3.34              4.12
Vardas2793     Pavarde2793    3.34              3.04
Vardas5000     Pavarde5000    3.34              3.68
Vardas1301     Pavarde1301    3.34              3.49
Vardas8923     Pavarde8923    3.34              3.14
Vardas3838     Pavarde3838    3.34              3.84
Vardas9303     Pavarde9303    3.34              3.86
Vardas9362     Pavarde9362    3.34              3.28
Vardas9416     Pavarde9416    3.34              3.56
Vardas3438     Pavarde3438    3.34              3.35
Vardas8186     Pavarde8186    3.34              3.26
Vardas5575     Pavarde5575    3.34              3.82
Vardas1004     Pavarde1004    3.35              3.63
Vardas2892     Pavarde2892    3.35              4.01
Vardas6324     Pavarde6324    3.35              3.75
Vardas2253     Pavarde2253    3.35              3.53
Vardas1442     Pavarde1442    3.35              3.60
Vardas9913     Pavarde9913    3.35              3.60
Vardas6946     Pavarde6946    3.35              3.67
Vardas5189     Pavarde5189    3.35              3.62
Vardas8694     Pavarde8694    3.35              4.86
Vardas7831     Pavarde7831    3.35              3.86
Vardas1337     Pavarde1337    3.35              3.89
Vardas547      Pavarde547     3.35              3.25
Vardas4833     Pavarde4833    3.36              3.48
Vardas7400     Pavarde7400    3.36              2.95
Vardas3797     Pavarde3797    3.36              3.48
Vardas4254     Pavarde4254    3.36              3.39
Vardas907      Pavarde907     3.36              3.94
Vardas1454     Pavarde1454    3.36              3.37
Vardas9411     Pavarde9411    3.36              3.41
Vardas732      Pavarde732     3.36              3.66
Vardas2904     Pavarde2904    3.36              3.64
Vardas8785     Pavarde8785    3.36              4.02
Vardas2090     Pavarde2090    3.36              3.40
Vardas7254     Pavarde7254    3.36              3.88
Vardas8209     Pavarde8209    3.36              3.76
Vardas9584     Pavarde9584    3.37              2.91
Vardas7639     Pavarde7639    3.37              3.40
Vardas5616     Pavarde5616    3.37              3.18
Vardas3531     Pavarde3531    3.37              3.61
Vardas8356     Pavarde8356    3.37              3.29
Vardas3157     Pavarde3157    3.37              3.68
Vardas9354     Pavarde9354    3.37              3.80
Vardas1902     Pavarde1902    3.37              4.01
Vardas9981     Pavarde9981    3.37              3.33
Vardas626      Pavarde626     3.37              2.81
Vardas8373     Pavarde8373    3.37              3.92
Vardas9283     Pavarde9283    3.37              3.47
Vardas6867     Pavarde6867    3.37              4.05
Vardas9282     Pavarde9282    3.37              3.14
Vardas6760     Pavarde6760    3.37              2.96
Vardas5075     Pavarde5075    3.37              3.15
Vardas5518     Pavarde5518    3.37              3.24
Vardas3698     Pavarde3698    3.37              3.68
Vardas6594     Pavarde6594    3.37              3.05
Vardas8628     Pavarde8628    3.37              3.94
Vardas3833     Pavarde3833    3.38              3.64
Vardas3804     Pavarde3804    3.38              3.85
Vardas8827     Pavarde8827    3.38              3.59
Vardas3272     Pavarde3272    3.38              3.66
Vardas8607     Pavarde8607    3.38              3.40
Vardas7991     Pavarde7991    3.38              3.06
Vardas9310     Pavarde9310    3.38              3.34
Vardas3180     Pavarde3180    3.38              3.21
Vardas3441     Pavarde3441    3.38              3.45
Vardas4613     Pavarde4613    3.38              3.44
Vardas205      Pavarde205     3.38              3.51
Vardas3448     Pavarde3448    3.38              3.46
Vardas5236     Pavarde5236    3.38              3.64
Vardas3830     Pavarde3830    3.38              3.91
Vardas5043     Pavarde5043    3.38              3.16
Vardas4636     Pavarde4636    3.38              3.84
Vardas8716     Pavarde8716    3.39              3.47
Vardas6022     Pavarde6022    3.39              3.24
Vardas7731     Pavarde7731    3.39              3.22
Vardas9139     Pavarde9139    3.39              3.35
Vardas2101     Pavarde2101    3.39              3.66
Vardas2382     Pavarde2382    3.39              3.86
Vardas3297     Pavarde3297    3.39              4.11
Vardas6420     Pavarde6420    3.39              3.70
Vardas7565     Pavarde7565    3.39              3.81
Vardas135      Pavarde135     3.39              3.45
Vardas6265     Pavarde6265    3.39              4.11
Vardas3691     Pavarde3691    3.39              3.80
Vardas4573     Pavarde4573    3.39              3.53
Vardas2747     Pavarde2747    3.39              3.61
Vardas4004     Pavarde4004    3.39              3.30
Vardas4414     Pavarde4414    3.39              3.55
Vardas7372     Pavarde7372    3.39              4.53
Vardas7595     Pavarde7595    3.39              2.64
Vardas1048     Pavarde1048    3.39              3.42
Vardas9166     Pavarde9166    3.39              3.88
Vardas1519     Pavarde1519    3.39              3.50
Vardas2508     Pavarde2508    3.39              3.97
Vardas2639     Pavarde2639    3.39              4.22
Vardas7896     Pavarde7896    3.39              3.81
Vardas6632     Pavarde6632    3.39              3.58
Vardas105      Pavarde105     3.40              3.40
Vardas9436     Pavarde9436    3.40              3.67
Vardas6993     Pavarde6993    3.40              3.60
Vardas7612     Pavarde7612    3.40              3.61
Vardas136      Pavarde136     3.40              3.46
Vardas4410     Pavarde4410    3.40              3.73
Vardas6577     Pavarde6577    3.40              3.86
Vardas5525     Pavarde5525    3.40              3.45
Vardas1646     Pavarde1646    3.40              4.31
Vardas5788     Pavarde5788    3.40              3.51
Vardas4456     Pavarde4456    3.40              3.70
Vardas6552     Pavarde6552    3.40              3.96
Vardas8442     Pavarde8442    3.41              3.90
Vardas8205     Pavarde8205    3.41              3.82
Vardas2876     Pavarde2876    3.41              3.81
Vardas2119     Pavarde2119    3.41              3.57
Vardas304      Pavarde304     3.41              3.37
Vardas1828     Pavarde1828    3.41              3.55
Vardas6739     Pavarde6739    3.41              3.81
Vardas5759     Pavarde5759    3.41              3.79
Vardas263      Pavarde263     3.41              3.83
Vardas6273     Pavarde6273    3.41              3.95
Vardas796      Pavarde796     3.41              4.41
Vardas4842     Pavarde4842    3.41              3.64
Vardas3055     Pavarde3055    3.42              3.87
Vardas5586     Pavarde5586    3.42              3.45
Vardas7748     Pavarde7748    3.42              4.04
Vardas9773     Pavarde9773    3.42              3.50
Vardas3509     Pavarde3509    3.42              3.32
Vardas7744     Pavarde7744    3.42              3.38
Vardas8544     Pavarde8544    3.42              3.13
Vardas465      Pavarde465     3.42              3.63
Vardas4081     Pavarde4081    3.42              3.60
Vardas2391     Pavarde2391    3.42              3.77
Vardas2349     Pavarde2349    3.42              3.71
Vardas6352     Pavarde6352    3.42              3.30
Vardas6504     Pavarde6504    3.42              3.83
Vardas7450     Pavarde7450    3.42              3.51
Vardas5800     Pavarde5800    3.42              3.57
Vardas7828     Pavarde7828    3.42              3.31
Vardas8471     Pavarde8471    3.42              3.27
Vardas1832     Pavarde1832    3.43              3.05
Vardas2337     Pavarde2337    3.43              3.87
Vardas2239     Pavarde2239    3.43              4.03
Vardas1964     Pavarde1964    3.43              3.32
Vardas2833     Pavarde2833    3.43              3.88
Vardas1854     Pavarde1854    3.43              3.71
Vardas997      Pavarde997     3.43              3.22
Vardas2666     Pavarde2666    3.43              3.88
Vardas7630     Pavarde7630    3.43              4.00
Vardas4682     Pavarde4682    3.43              4.22
Vardas3278     Pavarde3278    3.43              3.72
Vardas9191     Pavarde9191    3.43              3.98
Vardas8046     Pavarde8046    3.43              2.90
Vardas4791     Pavarde4791    3.43              4.41
Vardas8902     Pavarde8902    3.43              4.38
Vardas5731     Pavarde5731    3.43              3.52
Vardas4205     Pavarde4205    3.43              3.77
Vardas788      Pavarde788     3.43              3.47
Vardas3346     Pavarde3346    3.43              3.33
Vardas4408     Pavarde4408    3.43              3.32
Vardas4950     Pavarde4950    3.43              3.79
