Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas82430    Pavarde82430   3.66              3.80
Vardas57121    Pavarde57121   3.66              3.60
Vardas68837    Pavarde68837   3.66              3.40
Vardas31096    Pavarde31096   3.66              3.20
Vardas53757    Pavarde53757   3.66              4.00
Vardas82900    Pavarde82900   3.66              3.60
Vardas24438    Pavarde24438   3.66              3.40
Vardas45738    Pavarde45738   3.66              3.60
Vardas22558    Pavarde22558   3.66              3.60
Vardas48474    Pavarde48474   3.66              3.40
Vardas21480    Pavarde21480   3.66              3.00
Vardas72289    Pavarde72289   3.66              3.60
Vardas99229    Pavarde99229   3.66              3.60
Vardas99245    Pavarde99245   3.66              4.00
Vardas59372    Pavarde59372   3.66              4.00
Vardas15561    Pavarde15561   3.66              3.60
Vardas38962    Pavarde38962   3.66              3.60
Vardas74699    Pavarde74699   3.66              3.40
Vardas78820    Pavarde78820   3.66              4.00
Vardas53461    Pavarde53461   3.66              3.60
Vardas79552    Pavarde79552   3.66              4.00
Vardas82926    Pavarde82926   3.66              3.80
Vardas17241    Pavarde17241   3.66              3.60
Vardas8695     Pavarde8695    3.66              3.80
Vardas12036    Pavarde12036   3.66              4.00
Vardas65306    Pavarde65306   3.66              3.40
Vardas73476    Pavarde73476   3.66              3.80
Vardas99275    Pavarde99275   3.66              3.40
Vardas99495    Pavarde99495   3.66              4.00
Vardas46510    Pavarde46510   3.66              4.00
Vardas26063    Pavarde26063   3.66              3.80
Vardas66245    Pavarde66245   3.66              3.80
Vardas73198    Pavarde73198   3.66              3.40
Vardas22846    Pavarde22846   3.66              3.60
Vardas17660    Pavarde17660   3.66              3.40
Vardas99615    Pavarde99615   3.66              3.40
Vardas50571    Pavarde50571   3.66              4.00
Vardas85409    Pavarde85409   3.66              3.60
Vardas59335    Pavarde59335   3.66              4.00
Vardas21928    Pavarde21928   3.66              3.80
Vardas59275    Pavarde59275   3.66              4.20
Vardas98190    Pavarde98190   3.66              3.00
Vardas66687    Pavarde66687   3.66              3.80
Vardas81761    Pavarde81761   3.66              3.60
Vardas76256    Pavarde76256   3.66              3.40
Vardas10678    Pavarde10678   3.66              3.60
Vardas97076    Pavarde97076   3.66              3.60
Vardas77126    Pavarde77126   3.66              4.00
Vardas24806    Pavarde24806   3.66              3.40
Vardas20281    Pavarde20281   3.66              3.80
Vardas27361    Pavarde27361   3.66              3.60
Vardas89544    Pavarde89544   3.66              3.00
Vardas65110    Pavarde65110   3.66              3.40
Vardas1006     Pavarde1006    3.66              3.20
Vardas82345    Pavarde82345   3.66              3.60
Vardas27175    Pavarde27175   3.66              3.40
Vardas39018    Pavarde39018   3.66              3.60
Vardas33619    Pavarde33619   3.66              3.40
Vardas48927    Pavarde48927   3.66              3.80
Vardas42479    Pavarde42479   3.66              3.60
Vardas39219    Pavarde39219   3.66              3.60
Vardas10205    Pavarde10205   3.66              3.20
Vardas17651    Pavarde17651   3.66              3.80
Vardas29342    Pavarde29342   3.66              3.80
Vardas45241    Pavarde45241   3.66              3.40
Vardas55798    Pavarde55798   3.66              4.00
Vardas59359    Pavarde59359   3.66              3.60
Vardas36418    Pavarde36418   3.66              4.00
Vardas88936    Pavarde88936   3.66              4.00
Vardas91815    Pavarde91815   3.66              3.20
Vardas17372    Pavarde17372   3.66              3.60
Vardas59491    Pavarde59491   3.66              3.80
Vardas46322    Pavarde46322   3.66              3.20
Vardas9950     Pavarde9950    3.66              4.00
Vardas27187    Pavarde27187   3.66              3.40
Vardas98577    Pavarde98577   3.66              3.60
Vardas93051    Pavarde93051   3.66              4.20
Vardas573      Pavarde573     3.66              3.60
Vardas53133    Pavarde53133   3.66              3.40
Vardas14205    Pavarde14205   3.66              3.60
Vardas5352     Pavarde5352    3.66              3.80
Vardas44398    Pavarde44398   3.66              3.40
Vardas93816    Pavarde93816   3.66              3.80
Vardas64030    Pavarde64030   3.66              3.60
Vardas18348    Pavarde18348   3.66              3.60
Vardas17926    Pavarde17926   3.66              3.60
Vardas18345    Pavarde18345   3.66              3.80
Vardas76005    Pavarde76005   3.66              3.80
Vardas66788    Pavarde66788   3.66              3.60
Vardas60814    Pavarde60814   3.66              3.80
Vardas67419    Pavarde67419   3.66              3.60
Vardas97569    Pavarde97569   3.66              3.80
Vardas85959    Pavarde85959   3.66              3.80
Vardas21126    Pavarde21126   3.66              3.60
Vardas99757    Pavarde99757   3.66              3.40
Vardas63750    Pavarde63750   3.66              3.40
Vardas13831    Pavarde13831   3.66              3.40
Vardas8877     Pavarde8877    3.66              3.80
Vardas25453    Pavarde25453   3.66              3.60
Vardas41076    Pavarde41076   3.66              3.40
Vardas43261    Pavarde43261   3.66              3.80
Vardas40206    Pavarde40206   3.66              3.40
Vardas8858     Pavarde8858    3.66              3.40
Vardas65945    Pavarde65945   3.66              3.80
Vardas46003    Pavarde46003   3.66              3.60
Vardas83100    Pavarde83100   3.66              3.60
Vardas65944    Pavarde65944   3.66              3.60
Vardas21731    Pavarde21731   3.66              4.40
Vardas88603    Pavarde88603   3.66              3.40
Vardas38680    Pavarde38680   3.66              3.60
Vardas83108    Pavarde83108   3.66              3.40
Vardas27674    Pavarde27674   3.66              3.60
Vardas75506    Pavarde75506   3.66              3.60
Vardas67517    Pavarde67517   3.66              3.40
Vardas11836    Pavarde11836   3.66              3.80
Vardas95164    Pavarde95164   3.66              4.00
Vardas99721    Pavarde99721   3.66              3.60
Vardas39094    Pavarde39094   3.66              4.00
Vardas25504    Pavarde25504   3.66              3.80
Vardas9425     Pavarde9425    3.66              3.60
Vardas96858    Pavarde96858   3.66              3.80
Vardas82209    Pavarde82209   3.66              3.60
Vardas54624    Pavarde54624   3.66              3.80
Vardas46761    Pavarde46761   3.66              3.60
Vardas63665    Pavarde63665   3.66              4.00
Vardas3559     Pavarde3559    3.66              3.60
Vardas49407    Pavarde49407   3.66              3.60
Vardas66915    Pavarde66915   3.66              3.40
Vardas65930    Pavarde65930   3.66              3.80
Vardas81457    Pavarde81457   3.66              3.20
Vardas86005    Pavarde86005   3.66              3.40
Vardas81447    Pavarde81447   3.66              4.20
Vardas21872    Pavarde21872   3.66              3.60
Vardas36103    Pavarde36103   3.66              3.20
Vardas2607     Pavarde2607    3.66              4.00
Vardas38684    Pavarde38684   3.66              3.40
Vardas46596    Pavarde46596   3.66              3.40
Vardas65470    Pavarde65470   3.66              3.60
Vardas16958    Pavarde16958   3.66              4.00
Vardas65351    Pavarde65351   3.66              3.80
Vardas38331    Pavarde38331   3.66              3.40
Vardas50312    Pavarde50312   3.66              4.00
Vardas91613    Pavarde91613   3.66              3.60
Vardas11807    Pavarde11807   3.66              3.80
Vardas61036    Pavarde61036   3.66              4.00
Vardas96667    Pavarde96667   3.66              3.80
Vardas83172    Pavarde83172   3.66              3.80
Vardas90020    Pavarde90020   3.66              3.40
Vardas63677    Pavarde63677   3.66              4.00
Vardas61097    Pavarde61097   3.66              3.60
Vardas3304     Pavarde3304    3.66              4.40
Vardas51442    Pavarde51442   3.66              3.40
Vardas74503    Pavarde74503   3.66              3.20
Vardas41470    Pavarde41470   3.66              4.20
Vardas2510     Pavarde2510    3.66              3.60
Vardas3336     Pavarde3336    3.66              3.60
Vardas11767    Pavarde11767   3.66              3.80
Vardas50471    Pavarde50471   3.66              3.40
Vardas23593    Pavarde23593   3.66              3.80
Vardas796      Pavarde796     3.66              4.00
Vardas22330    Pavarde22330   3.66              3.20
Vardas64148    Pavarde64148   3.66              3.60
Vardas39149    Pavarde39149   3.66              3.20
Vardas67047    Pavarde67047   3.66              3.60
Vardas73649    Pavarde73649   3.66              4.00
Vardas56589    Pavarde56589   3.66              3.80
Vardas2183     Pavarde2183    3.66              3.80
Vardas57443    Pavarde57443   3.66              3.60
Vardas83444    Pavarde83444   3.66              4.00
Vardas28229    Pavarde28229   3.66              3.60
Vardas17675    Pavarde17675   3.66              3.20
Vardas49173    Pavarde49173   3.66              3.60
Vardas85967    Pavarde85967   3.66              3.80
Vardas65466    Pavarde65466   3.66              3.60
Vardas46844    Pavarde46844   3.66              3.20
Vardas391      Pavarde391     3.66              3.40
Vardas54902    Pavarde54902   3.66              3.60
Vardas21379    Pavarde21379   3.66              3.60
Vardas96349    Pavarde96349   3.66              3.40
Vardas8750     Pavarde8750    3.66              3.80
Vardas80568    Pavarde80568   3.66              4.00
Vardas10945    Pavarde10945   3.66              3.60
Vardas19161    Pavarde19161   3.66              3.60
Vardas16573    Pavarde16573   3.66              4.00
Vardas48783    Pavarde48783   3.66              3.20
Vardas90492    Pavarde90492   3.66              3.40
Vardas22961    Pavarde22961   3.66              3.00
Vardas85187    Pavarde85187   3.66              3.60
Vardas73441    Pavarde73441   3.66              3.60
Vardas84236    Pavarde84236   3.66              3.80
Vardas45131    Pavarde45131   3.66              3.80
Vardas51574    Pavarde51574   3.66              3.60
Vardas58803    Pavarde58803   3.66              3.60
Vardas48802    Pavarde48802   3.66              3.80
Vardas53246    Pavarde53246   3.66              3.80
Vardas88797    Pavarde88797   3.66              3.20
Vardas72596    Pavarde72596   3.66              3.80
Vardas88166    Pavarde88166   3.66              3.40
Vardas51881    Pavarde51881   3.66              3.80
Vardas15318    Pavarde15318   3.66              3.20
Vardas47389    Pavarde47389   3.66              3.40
Vardas64740    Pavarde64740   3.66              3.40
Vardas73872    Pavarde73872   3.66              4.20
Vardas40369    Pavarde40369   3.66              3.80
Vardas58644    Pavarde58644   3.66              3.80
Vardas64803    Pavarde64803   3.66              3.80
Vardas32528    Pavarde32528   3.66              3.60
Vardas96122    Pavarde96122   3.66              3.60
Vardas125      Pavarde125     3.66              3.60
Vardas20926    Pavarde20926   3.66              3.40
Vardas6165     Pavarde6165    3.66              3.60
Vardas74560    Pavarde74560   3.66              3.60
Vardas64885    Pavarde64885   3.66              4.00
Vardas58506    Pavarde58506   3.66              3.60
Vardas7483     Pavarde7483    3.66              3.60
Vardas49697    Pavarde49697   3.66              3.40
Vardas24256    Pavarde24256   3.66              4.00
Vardas85783    Pavarde85783   3.66              3.60
Vardas99964    Pavarde99964   3.66              3.40
Vardas90581    Pavarde90581   3.66              3.80
Vardas78681    Pavarde78681   3.66              3.40
Vardas70984    Pavarde70984   3.66              3.80
Vardas20939    Pavarde20939   3.66              3.60
Vardas88736    Pavarde88736   3.66              4.00
Vardas30255    Pavarde30255   3.66              3.20
Vardas23061    Pavarde23061   3.66              3.60
Vardas80213    Pavarde80213   3.66              3.60
Vardas96037    Pavarde96037   3.66              3.60
Vardas68989    Pavarde68989   3.66              3.60
Vardas55369    Pavarde55369   3.66              3.60
Vardas79403    Pavarde79403   3.66              3.20
Vardas42560    Pavarde42560   3.66              4.00
Vardas95956    Pavarde95956   3.66              3.60
Vardas6014     Pavarde6014    3.66              4.00
Vardas8807     Pavarde8807    3.66              3.60
Vardas24200    Pavarde24200   3.66              4.00
Vardas70469    Pavarde70469   3.66              4.40
Vardas57602    Pavarde57602   3.66              3.40
Vardas55461    Pavarde55461   3.66              3.60
Vardas30916    Pavarde30916   3.66              3.60
Vardas15987    Pavarde15987   3.66              3.60
Vardas21418    Pavarde21418   3.66              3.60
Vardas5975     Pavarde5975    3.66              4.00
Vardas73789    Pavarde73789   3.66              3.20
Vardas86885    Pavarde86885   3.66              3.60
Vardas93654    Pavarde93654   3.66              3.40
Vardas77952    Pavarde77952   3.66              3.40
Vardas54281    Pavarde54281   3.66              4.00
Vardas68299    Pavarde68299   3.66              3.60
Vardas84796    Pavarde84796   3.66              3.80
Vardas5151     Pavarde5151    3.66              3.60
Vardas80085    Pavarde80085   3.66              3.60
Vardas94251    Pavarde94251   3.66              3.40
Vardas50348    Pavarde50348   3.66              3.80
Vardas15670    Pavarde15670   3.66              3.00
Vardas74416    Pavarde74416   3.66              3.20
Vardas55577    Pavarde55577   3.66              3.60
Vardas73799    Pavarde73799   3.66              3.80
Vardas90710    Pavarde90710   3.66              3.60
Vardas95700    Pavarde95700   3.66              3.60
Vardas71640    Pavarde71640   3.66              3.60
Vardas23186    Pavarde23186   3.66              3.80
Vardas79975    Pavarde79975   3.66              3.40
Vardas78057    Pavarde78057   3.66              3.20
Vardas50277    Pavarde50277   3.66              3.60
Vardas32567    Pavarde32567   3.66              3.60
Vardas58101    Pavarde58101   3.66              3.20
Vardas95667    Pavarde95667   3.66              3.20
Vardas86865    Pavarde86865   3.66              3.80
Vardas93696    Pavarde93696   3.66              3.40
Vardas70311    Pavarde70311   3.66              4.00
Vardas13139    Pavarde13139   3.66              3.20
Vardas94143    Pavarde94143   3.66              3.60
Vardas75069    Pavarde75069   3.66              3.40
Vardas24094    Pavarde24094   3.66              4.00
Vardas74695    Pavarde74695   3.66              3.60
Vardas19540    Pavarde19540   3.66              3.80
Vardas26198    Pavarde26198   3.68              3.80
Vardas78906    Pavarde78906   3.68              3.40
Vardas90296    Pavarde90296   3.68              3.40
Vardas87102    Pavarde87102   3.68              3.40
Vardas45936    Pavarde45936   3.68              3.20
Vardas61780    Pavarde61780   3.68              3.60
Vardas48898    Pavarde48898   3.68              3.40
Vardas29637    Pavarde29637   3.68              3.60
Vardas27248    Pavarde27248   3.68              3.60
Vardas18327    Pavarde18327   3.68              3.40
Vardas43192    Pavarde43192   3.68              3.40
Vardas21826    Pavarde21826   3.68              3.40
Vardas94329    Pavarde94329   3.68              3.60
Vardas45894    Pavarde45894   3.68              3.40
Vardas39373    Pavarde39373   3.68              3.40
Vardas2001     Pavarde2001    3.68              3.60
Vardas16924    Pavarde16924   3.68              3.60
Vardas73684    Pavarde73684   3.68              3.60
Vardas5652     Pavarde5652    3.68              3.40
Vardas3814     Pavarde3814    3.68              3.40
Vardas22423    Pavarde22423   3.68              3.40
Vardas59051    Pavarde59051   3.68              3.20
Vardas1939     Pavarde1939    3.68              3.60
Vardas14966    Pavarde14966   3.68              3.40
Vardas62128    Pavarde62128   3.68              3.40
Vardas35936    Pavarde35936   3.68              3.60
Vardas40440    Pavarde40440   3.68              3.60
Vardas70811    Pavarde70811   3.68              3.60
Vardas93451    Pavarde93451   3.68              3.40
Vardas37481    Pavarde37481   3.68              3.40
Vardas75613    Pavarde75613   3.68              3.60
Vardas58036    Pavarde58036   3.68              3.60
Vardas36820    Pavarde36820   3.68              3.60
Vardas28624    Pavarde28624   3.68              3.40
Vardas72320    Pavarde72320   3.68              3.20
Vardas89684    Pavarde89684   3.68              3.20
Vardas70202    Pavarde70202   3.68              3.80
Vardas49692    Pavarde49692   3.68              3.60
Vardas44270    Pavarde44270   3.68              3.60
Vardas27026    Pavarde27026   3.68              4.00
Vardas66449    Pavarde66449   3.68              3.40
Vardas89655    Pavarde89655   3.68              3.60
Vardas11326    Pavarde11326   3.68              3.40
Vardas86994    Pavarde86994   3.68              3.80
Vardas3076     Pavarde3076    3.68              3.80
Vardas35024    Pavarde35024   3.68              3.60
Vardas22964    Pavarde22964   3.68              3.80
Vardas42475    Pavarde42475   3.68              3.00
Vardas23641    Pavarde23641   3.68              3.80
Vardas81844    Pavarde81844   3.68              3.20
Vardas24941    Pavarde24941   3.68              3.20
Vardas69596    Pavarde69596   3.68              3.40
Vardas81833    Pavarde81833   3.68              3.20
Vardas22104    Pavarde22104   3.68              3.20
Vardas49508    Pavarde49508   3.68              3.40
Vardas82964    Pavarde82964   3.68              3.40
Vardas80468    Pavarde80468   3.68              3.20
Vardas17834    Pavarde17834   3.68              3.80
Vardas62514    Pavarde62514   3.68              3.60
Vardas20300    Pavarde20300   3.68              3.40
Vardas64645    Pavarde64645   3.68              3.40
Vardas17221    Pavarde17221   3.68              3.40
Vardas91232    Pavarde91232   3.68              3.40
Vardas2805     Pavarde2805    3.68              3.40
Vardas48931    Pavarde48931   3.68              3.40
Vardas70706    Pavarde70706   3.68              3.40
Vardas66689    Pavarde66689   3.68              3.40
Vardas85828    Pavarde85828   3.68              3.40
Vardas44901    Pavarde44901   3.68              3.60
Vardas45659    Pavarde45659   3.68              3.40
Vardas89042    Pavarde89042   3.68              3.00
Vardas55143    Pavarde55143   3.68              3.40
Vardas98261    Pavarde98261   3.68              3.40
Vardas62628    Pavarde62628   3.68              3.20
Vardas96126    Pavarde96126   3.68              3.60
Vardas49902    Pavarde49902   3.68              3.00
Vardas32840    Pavarde32840   3.68              3.20
Vardas67962    Pavarde67962   3.68              3.60
Vardas71135    Pavarde71135   3.68              3.20
Vardas75545    Pavarde75545   3.68              3.40
Vardas96100    Pavarde96100   3.68              3.20
Vardas16546    Pavarde16546   3.68              3.60
Vardas20428    Pavarde20428   3.68              3.80
Vardas14032    Pavarde14032   3.68              3.80
Vardas20261    Pavarde20261   3.68              3.40
Vardas9257     Pavarde9257    3.68              3.40
Vardas76526    Pavarde76526   3.68              3.40
Vardas46326    Pavarde46326   3.68              3.60
Vardas94520    Pavarde94520   3.68              3.40
Vardas57176    Pavarde57176   3.68              3.60
Vardas16098    Pavarde16098   3.68              3.80
Vardas10321    Pavarde10321   3.68              3.60
Vardas37287    Pavarde37287   3.68              3.40
Vardas2669     Pavarde2669    3.68              3.60
Vardas66827    Pavarde66827   3.68              3.40
Vardas76675    Pavarde76675   3.68              3.80
Vardas43278    Pavarde43278   3.68              3.80
Vardas53630    Pavarde53630   3.68              3.40
Vardas14178    Pavarde14178   3.68              3.40
Vardas63009    Pavarde63009   3.68              3.20
Vardas65937    Pavarde65937   3.68              3.60
Vardas99084    Pavarde99084   3.68              3.40
Vardas17154    Pavarde17154   3.68              3.40
Vardas73351    Pavarde73351   3.68              3.00
Vardas59933    Pavarde59933   3.68              3.40
Vardas42860    Pavarde42860   3.68              3.40
Vardas55864    Pavarde55864   3.68              3.20
Vardas84050    Pavarde84050   3.68              3.00
Vardas43135    Pavarde43135   3.68              3.80
Vardas22775    Pavarde22775   3.68              3.40
Vardas33505    Pavarde33505   3.68              3.80
Vardas9299     Pavarde9299    3.68              3.80
Vardas43693    Pavarde43693   3.68              3.40
Vardas3280     Pavarde3280    3.68              3.60
Vardas31813    Pavarde31813   3.68              3.40
Vardas76888    Pavarde76888   3.68              3.40
Vardas3368     Pavarde3368    3.68              3.40
Vardas19448    Pavarde19448   3.68              3.80
Vardas1163     Pavarde1163    3.68              3.60
Vardas15550    Pavarde15550   3.68              3.40
Vardas1124     Pavarde1124    3.68              3.20
Vardas59666    Pavarde59666   3.68              3.40
Vardas73091    Pavarde73091   3.68              3.40
Vardas13313    Pavarde13313   3.68              3.40
Vardas31958    Pavarde31958   3.68              3.60
Vardas49919    Pavarde49919   3.68              3.60
Vardas65701    Pavarde65701   3.68              3.80
Vardas82379    Pavarde82379   3.68              3.40
Vardas83305    Pavarde83305   3.68              3.80
Vardas46082    Pavarde46082   3.68              3.40
Vardas13058    Pavarde13058   3.68              3.40
Vardas15356    Pavarde15356   3.68              3.40
Vardas49187    Pavarde49187   3.68              3.60
Vardas6467     Pavarde6467    3.68              3.40
Vardas29673    Pavarde29673   3.68              3.40
Vardas59496    Pavarde59496   3.68              3.20
Vardas18670    Pavarde18670   3.68              3.20
Vardas65573    Pavarde65573   3.68              3.80
Vardas35634    Pavarde35634   3.68              3.20
Vardas52440    Pavarde52440   3.68              3.80
Vardas61521    Pavarde61521   3.68              3.40
Vardas86727    Pavarde86727   3.68              3.60
Vardas65494    Pavarde65494   3.68              3.40
Vardas81107    Pavarde81107   3.68              3.60
Vardas87207    Pavarde87207   3.68              3.60
Vardas56199    Pavarde56199   3.68              3.40
Vardas82233    Pavarde82233   3.68              3.20
Vardas96930    Pavarde96930   3.68              3.40
Vardas43320    Pavarde43320   3.68              3.60
Vardas63693    Pavarde63693   3.68              3.80
Vardas68319    Pavarde68319   3.68              3.20
Vardas31542    Pavarde31542   3.68              3.40
Vardas19570    Pavarde19570   3.68              3.40
Vardas16681    Pavarde16681   3.68              3.80
Vardas30563    Pavarde30563   3.68              3.40
Vardas36011    Pavarde36011   3.68              3.40
Vardas38359    Pavarde38359   3.68              3.40
Vardas14987    Pavarde14987   3.68              3.40
Vardas42260    Pavarde42260   3.68              3.20
Vardas94627    Pavarde94627   3.68              3.60
Vardas27326    Pavarde27326   3.68              3.80
Vardas35464    Pavarde35464   3.68              3.80
Vardas35995    Pavarde35995   3.68              3.20
Vardas42681    Pavarde42681   3.68              3.40
Vardas87143    Pavarde87143   3.68              3.60
Vardas61730    Pavarde61730   3.68              3.60
Vardas93860    Pavarde93860   3.68              3.40
Vardas67429    Pavarde67429   3.68              3.60
Vardas35816    Pavarde35816   3.68              3.60
Vardas40259    Pavarde40259   3.68              3.80
Vardas93901    Pavarde93901   3.68              3.80
Vardas47880    Pavarde47880   3.68              3.80
Vardas75307    Pavarde75307   3.68              3.80
Vardas68795    Pavarde68795   3.68              3.60
Vardas94221    Pavarde94221   3.68              3.40
Vardas91637    Pavarde91637   3.68              3.40
Vardas56188    Pavarde56188   3.68              3.40
Vardas88409    Pavarde88409   3.68              3.60
Vardas31128    Pavarde31128   3.68              3.80
Vardas99593    Pavarde99593   3.68              3.60
Vardas60492    Pavarde60492   3.68              3.80
Vardas71151    Pavarde71151   3.68              3.80
Vardas42476    Pavarde42476   3.68              3.80
Vardas55748    Pavarde55748   3.68              3.60
Vardas30580    Pavarde30580   3.68              4.00
Vardas13013    Pavarde13013   3.68              4.40
Vardas19991    Pavarde19991   3.68              3.20
Vardas92358    Pavarde92358   3.68              3.80
Vardas98889    Pavarde98889   3.68              4.00
Vardas35055    Pavarde35055   3.68              4.00
Vardas90845    Pavarde90845   3.68              4.20
Vardas39829    Pavarde39829   3.68              3.80
Vardas60394    Pavarde60394   3.68              4.00
Vardas85767    Pavarde85767   3.68              3.60
Vardas93345    Pavarde93345   3.68              3.60
Vardas66373    Pavarde66373   3.68              3.80
Vardas40122    Pavarde40122   3.68              3.60
Vardas66335    Pavarde66335   3.68              3.80
Vardas19113    Pavarde19113   3.68              3.80
Vardas61768    Pavarde61768   3.68              3.60
Vardas1855     Pavarde1855    3.68              4.00
Vardas64475    Pavarde64475   3.68              3.60
Vardas73823    Pavarde73823   3.68              3.80
Vardas48173    Pavarde48173   3.68              4.20
Vardas85033    Pavarde85033   3.68              3.60
Vardas72710    Pavarde72710   3.68              4.00
Vardas21644    Pavarde21644   3.68              4.00
Vardas42405    Pavarde42405   3.68              3.80
Vardas63292    Pavarde63292   3.68              3.60
Vardas95548    Pavarde95548   3.68              3.80
Vardas13856    Pavarde13856   3.68              3.40
Vardas69744    Pavarde69744   3.68              3.80
Vardas859      Pavarde859     3.68              4.00
Vardas64127    Pavarde64127   3.68              4.00
Vardas93241    Pavarde93241   3.68              3.80
Vardas5538     Pavarde5538    3.68              3.80
Vardas39148    Pavarde39148   3.68              4.00
Vardas18945    Pavarde18945   3.68              4.00
Vardas13181    Pavarde13181   3.68              3.80
Vardas58330    Pavarde58330   3.68              3.60
Vardas63726    Pavarde63726   3.68              3.60
Vardas44976    Pavarde44976   3.68              4.00
Vardas72123    Pavarde72123   3.68              4.20
Vardas8547     Pavarde8547    3.68              3.60
Vardas69309    Pavarde69309   3.68              4.00
Vardas13442    Pavarde13442   3.68              4.00
Vardas46055    Pavarde46055   3.68              4.00
Vardas33506    Pavarde33506   3.68              3.80
Vardas75759    Pavarde75759   3.68              3.60
Vardas26672    Pavarde26672   3.68              4.00
Vardas24812    Pavarde24812   3.68              3.80
Vardas92239    Pavarde92239   3.68              4.00
Vardas53300    Pavarde53300   3.68              4.00
Vardas11923    Pavarde11923   3.68              3.60
Vardas26702    Pavarde26702   3.68              4.00
Vardas23967    Pavarde23967   3.68              4.00
Vardas78768    Pavarde78768   3.68              3.60
Vardas81578    Pavarde81578   3.68              3.60
Vardas70966    Pavarde70966   3.68              3.80
Vardas87558    Pavarde87558   3.68              3.80
Vardas8517     Pavarde8517    3.68              4.00
Vardas48769    Pavarde48769   3.68              4.00
Vardas6238     Pavarde6238    3.68              4.00
Vardas34204    Pavarde34204   3.68              4.00
Vardas21177    Pavarde21177   3.68              3.80
Vardas63907    Pavarde63907   3.68              4.00
Vardas35440    Pavarde35440   3.68              4.00
Vardas63505    Pavarde63505   3.68              4.00
Vardas91840    Pavarde91840   3.68              3.60
Vardas16473    Pavarde16473   3.68              3.60
Vardas28511    Pavarde28511   3.68              3.60
Vardas50005    Pavarde50005   3.68              3.60
Vardas10498    Pavarde10498   3.68              3.60
Vardas93813    Pavarde93813   3.68              3.60
Vardas50717    Pavarde50717   3.68              4.00
Vardas64274    Pavarde64274   3.68              4.00
Vardas77388    Pavarde77388   3.68              3.60
Vardas6482     Pavarde6482    3.68              3.80
Vardas24862    Pavarde24862   3.68              3.80
Vardas97670    Pavarde97670   3.68              3.60
Vardas1525     Pavarde1525    3.68              4.20
Vardas67899    Pavarde67899   3.68              3.60
Vardas9116     Pavarde9116    3.68              3.80
Vardas26853    Pavarde26853   3.68              3.60
Vardas56600    Pavarde56600   3.68              4.00
Vardas21294    Pavarde21294   3.68              4.00
Vardas37241    Pavarde37241   3.68              3.80
Vardas52877    Pavarde52877   3.68              4.00
Vardas23022    Pavarde23022   3.68              3.80
Vardas1180     Pavarde1180    3.68              4.00
Vardas92409    Pavarde92409   3.68              4.00
Vardas39012    Pavarde39012   3.68              4.00
Vardas57838    Pavarde57838   3.68              3.80
Vardas36440    Pavarde36440   3.68              3.60
Vardas31103    Pavarde31103   3.68              3.60
Vardas28554    Pavarde28554   3.68              4.40
Vardas72964    Pavarde72964   3.68              3.60
Vardas98121    Pavarde98121   3.68              4.00
Vardas67976    Pavarde67976   3.68              3.60
Vardas33845    Pavarde33845   3.68              3.80
Vardas45825    Pavarde45825   3.70              3.60
Vardas66011    Pavarde66011   3.70              3.60
Vardas75673    Pavarde75673   3.70              3.80
Vardas62222    Pavarde62222   3.70              3.80
Vardas97853    Pavarde97853   3.70              3.80
Vardas97698    Pavarde97698   3.70              3.80
Vardas4997     Pavarde4997    3.70              3.40
Vardas94539    Pavarde94539   3.70              4.00
Vardas60390    Pavarde60390   3.70              3.60
Vardas44277    Pavarde44277   3.70              4.40
Vardas71748    Pavarde71748   3.70              3.80
Vardas66197    Pavarde66197   3.70              4.00
Vardas81888    Pavarde81888   3.70              3.40
Vardas89732    Pavarde89732   3.70              3.20
Vardas76459    Pavarde76459   3.70              3.60
Vardas97774    Pavarde97774   3.70              4.00
Vardas75589    Pavarde75589   3.70              3.40
Vardas14345    Pavarde14345   3.70              3.60
Vardas20294    Pavarde20294   3.70              3.40
Vardas82690    Pavarde82690   3.70              3.60
Vardas25084    Pavarde25084   3.70              3.80
Vardas41389    Pavarde41389   3.70              4.40
Vardas44339    Pavarde44339   3.70              3.60
Vardas66298    Pavarde66298   3.70              3.40
Vardas62431    Pavarde62431   3.70              3.60
Vardas98046    Pavarde98046   3.70              4.00
Vardas28037    Pavarde28037   3.70              3.40
Vardas81759    Pavarde81759   3.70              3.40
Vardas66704    Pavarde66704   3.70              4.00
Vardas60091    Pavarde60091   3.70              3.40
Vardas1516     Pavarde1516    3.70              3.80
Vardas45601    Pavarde45601   3.70              3.40
Vardas89493    Pavarde89493   3.70              3.40
Vardas60058    Pavarde60058   3.70              3.80
Vardas15818    Pavarde15818   3.70              3.60
Vardas1458     Pavarde1458    3.70              4.20
Vardas26771    Pavarde26771   3.70              3.40
Vardas39054    Pavarde39054   3.70              3.60
Vardas38492    Pavarde38492   3.70              3.00
Vardas62939    Pavarde62939   3.70              3.60
Vardas98426    Pavarde98426   3.70              3.60
Vardas99384    Pavarde99384   3.70              4.00
Vardas26679    Pavarde26679   3.70              3.80
Vardas20487    Pavarde20487   3.70              3.60
Vardas83129    Pavarde83129   3.70              3.40
Vardas98494    Pavarde98494   3.70              3.40
Vardas17996    Pavarde17996   3.70              3.80
Vardas1261     Pavarde1261    3.70              3.60
Vardas7990     Pavarde7990    3.70              3.40
Vardas28171    Pavarde28171   3.70              3.40
